onset	duration	sample	trigger
6.856	0.001	6856	254
8.843	0.001	8843	201
10.471	0.001	10471	5
11.859	0.001	11859	25
13.357	0.001	13357	60
13.866	0.001	13866	45
14.236	0.001	14236	101
15.864	0.001	15864	102
17.122	0.001	17122	1
18.51	0.001	18510	21
19.269	0.001	19269	62
20.527	0.001	20527	41
20.877	0.001	20877	101
22.405	0.001	22405	102
23.653	0.001	23653	1
25.031	0.001	25031	21
25.571	0.001	25571	62
27.059	0.001	27059	41
27.528	0.001	27528	101
29.725	0.001	29725	102
30.803	0.001	30803	11
32.192	0.001	32192	31
33.71	0.001	33710	60
34.219	0.001	34219	51
34.868	0.001	34868	103
37.045	0.001	37045	104
37.834	0.001	37834	7
39.222	0.001	39222	27
39.811	0.001	39811	61
41.239	0.001	41239	47
41.649	0.001	41649	103
43.556	0.001	43556	104
44.675	0.001	44675	10
46.063	0.001	46063	30
46.672	0.001	46672	62
48.08	0.001	48080	50
48.34	0.001	48340	103
50.227	0.001	50227	104
51.196	0.001	51196	12
52.584	0.001	52584	32
54.102	0.001	54102	60
54.601	0.001	54601	52
55.091	0.001	55091	103
56.628	0.001	56628	104
57.737	0.001	57737	11
59.125	0.001	59125	31
60.633	0.001	60633	60
61.142	0.001	61142	51
61.542	0.001	61542	103
64.178	0.001	64178	104
65.337	0.001	65337	4
66.725	0.001	66725	24
67.414	0.001	67414	61
68.742	0.001	68742	44
69.151	0.001	69151	101
70.34	0.001	70340	102
71.299	0.001	71299	6
72.687	0.001	72687	26
74.195	0.001	74195	60
74.694	0.001	74694	46
75.093	0.001	75093	101
76.681	0.001	76681	102
77.52	0.001	77520	8
78.908	0.001	78908	28
79.457	0.001	79457	62
80.915	0.001	80915	48
81.375	0.001	81375	103
82.903	0.001	82903	104
83.822	0.001	83822	7
85.21	0.001	85210	27
85.819	0.001	85819	61
87.227	0.001	87227	47
87.676	0.001	87676	103
89.424	0.001	89424	104
90.453	0.001	90453	2
91.841	0.001	91841	22
92.59	0.001	92590	61
93.858	0.001	93858	42
94.187	0.001	94187	101
96.734	0.001	96734	102
97.573	0.001	97573	10
98.961	0.001	98961	30
99.6	0.001	99600	62
100.988	0.001	100988	50
101.498	0.001	101498	103
104.064	0.001	104064	104
105.302	0.001	105302	12
106.69	0.001	106690	32
108.208	0.001	108208	60
108.718	0.001	108718	52
109.197	0.001	109197	103
111.104	0.001	111104	104
112.193	0.001	112193	2
113.581	0.001	113581	22
115.079	0.001	115079	60
115.598	0.001	115598	42
116.038	0.001	116038	101
117.815	0.001	117815	102
118.804	0.001	118804	2
120.182	0.001	120182	22
120.781	0.001	120781	61
122.209	0.001	122209	42
122.699	0.001	122699	101
126.024	0.001	126024	102
127.083	0.001	127083	8
128.471	0.001	128471	28
128.98	0.001	128980	62
130.488	0.001	130488	48
130.758	0.001	130758	103
133.754	0.001	133754	104
134.892	0.001	134892	7
136.28	0.001	136280	27
136.82	0.001	136820	61
138.308	0.001	138308	47
138.767	0.001	138767	103
142.941	0.001	142941	1
144.329	0.001	144329	21
144.339	0.001	144339	62
146.347	0.001	146347	41
146.726	0.001	146726	101
151.41	0.001	151410	4
152.798	0.001	152798	24
153.287	0.001	153287	61
154.805	0.001	154805	44
155.165	0.001	155165	101
156.643	0.001	156643	102
157.651	0.001	157651	3
159.039	0.001	159039	23
159.589	0.001	159589	62
161.047	0.001	161047	43
161.356	0.001	161356	101
163.374	0.001	163374	102
164.472	0.001	164472	5
165.86	0.001	165860	25
