onset	duration	sample	trigger
15.595	0.001	15595	254
337.438	0.001	337438	201
339.215	0.001	339215	4
340.613	0.001	340613	24
341.362	0.001	341362	61
342.631	0.001	342631	44
343.27	0.001	343270	103
347.704	0.001	347704	12
349.092	0.001	349092	32
350.61	0.001	350610	60
351.109	0.001	351109	52
351.768	0.001	351768	103
353.925	0.001	353925	104
355.044	0.001	355044	5
356.442	0.001	356442	25
357.95	0.001	357950	60
358.449	0.001	358449	45
359.917	0.001	359917	103
363.402	0.001	363402	3
364.801	0.001	364801	23
364.84	0.001	364840	61
366.808	0.001	366808	43
367.557	0.001	367557	103
368.825	0.001	368825	104
369.804	0.001	369804	6
371.202	0.001	371202	26
372.71	0.001	372710	60
373.219	0.001	373219	46
374.078	0.001	374078	103
375.326	0.001	375326	104
376.245	0.001	376245	2
377.643	0.001	377643	22
378.212	0.001	378212	61
379.64	0.001	379640	42
380.2	0.001	380200	103
382.047	0.001	382047	104
383.006	0.001	383006	5
384.404	0.001	384404	25
385.922	0.001	385922	60
386.421	0.001	386421	45
386.97	0.001	386970	103
388.608	0.001	388608	104
389.837	0.001	389837	9
391.235	0.001	391235	29
392.034	0.001	392034	61
393.232	0.001	393232	49
394.75	0.001	394750	103
395.669	0.001	395669	104
396.747	0.001	396747	2
398.135	0.001	398135	22
398.864	0.001	398864	61
400.143	0.001	400143	42
401.111	0.001	401111	101
402.609	0.001	402609	102
403.408	0.001	403408	8
404.796	0.001	404796	28
405.425	0.001	405425	62
406.814	0.001	406814	48
407.533	0.001	407533	103
409.44	0.001	409440	104
410.698	0.001	410698	10
412.096	0.001	412096	30
412.715	0.001	412715	62
414.114	0.001	414114	50
414.753	0.001	414753	103
416.081	0.001	416081	104
416.95	0.001	416950	12
418.348	0.001	418348	32
419.846	0.001	419846	60
420.355	0.001	420355	52
420.785	0.001	420785	103
422.522	0.001	422522	104
423.75	0.001	423750	11
425.149	0.001	425149	31
426.647	0.001	426647	60
427.146	0.001	427146	51
427.565	0.001	427565	103
429.912	0.001	429912	104
430.811	0.001	430811	1
432.209	0.001	432209	21
432.988	0.001	432988	62
434.226	0.001	434226	41
434.815	0.001	434815	101
437.851	0.001	437851	102
438.92	0.001	438920	11
440.318	0.001	440318	31
441.816	0.001	441816	60
442.325	0.001	442325	51
442.885	0.001	442885	103
444.562	0.001	444562	104
445.411	0.001	445411	4
446.809	0.001	446809	24
447.279	0.001	447279	61
448.826	0.001	448826	44
449.336	0.001	449336	101
451.343	0.001	451343	102
452.432	0.001	452432	3
453.82	0.001	453820	23
455.837	0.001	455837	43
456.536	0.001	456536	101
458.573	0.001	458573	102
459.492	0.001	459492	7
460.89	0.001	460890	27
461.589	0.001	461589	61
462.897	0.001	462897	47
463.407	0.001	463407	103
465.763	0.001	465763	104
466.962	0.001	466962	9
468.35	0.001	468350	29
468.879	0.001	468879	61
470.367	0.001	470367	49
470.827	0.001	470827	103
475.211	0.001	475211	8
476.609	0.001	476609	28
477.288	0.001	477288	62
478.616	0.001	478616	48
479.115	0.001	479115	103
480.763	0.001	480763	104
481.552	0.001	481552	10
482.95	0.001	482950	30
483.459	0.001	483459	62
484.967	0.001	484967	50
485.427	0.001	485427	103
486.885	0.001	486885	104
487.883	0.001	487883	7
489.272	0.001	489272	27
489.881	0.001	489881	61
491.279	0.001	491279	47
491.988	0.001	491988	103
494.095	0.001	494095	104
495.104	0.001	495104	6
496.502	0.001	496502	26
498.01	0.001	498010	60
498.509	0.001	498509	46
498.958	0.001	498958	101
500.496	0.001	500496	102
501.675	0.001	501675	1
503.073	0.001	503073	21
504.581	0.001	504581	60
505.08	0.001	505080	41
505.649	0.001	505649	103
507.896	0.001	507896	104
508.126	0.001	508126	255
596.515	0.001	596515	254
598.322	0.001	598322	201
600.18	0.001	600180	6
