onset	duration	sample	trigger
24.006	0.001	24006	254
30.497	0.001	30497	201
32.255	0.001	32255	12
33.643	0.001	33643	32
35.141	0.001	35141	60
35.65	0.001	35650	52
36.179	0.001	36179	103
37.587	0.001	37587	104
38.406	0.001	38406	1
39.804	0.001	39804	21
40.453	0.001	40453	62
41.822	0.001	41822	41
42.411	0.001	42411	101
43.989	0.001	43989	102
44.768	0.001	44768	4
46.166	0.001	46166	24
46.875	0.001	46875	61
48.163	0.001	48163	44
48.652	0.001	48652	101
50.6	0.001	50600	102
51.648	0.001	51648	4
53.036	0.001	53036	24
53.586	0.001	53586	61
55.054	0.001	55054	44
55.483	0.001	55483	101
57.99	0.001	57990	102
58.968	0.001	58968	1
60.356	0.001	60356	21
60.946	0.001	60946	62
62.364	0.001	62364	41
62.753	0.001	62753	101
64.101	0.001	64101	102
64.97	0.001	64970	6
66.358	0.001	66358	26
67.876	0.001	67876	60
68.376	0.001	68376	46
68.875	0.001	68875	101
71.012	0.001	71012	102
71.841	0.001	71841	3
73.239	0.001	73239	23
73.908	0.001	73908	62
75.256	0.001	75256	43
75.726	0.001	75726	101
77.973	0.001	77973	102
79.041	0.001	79041	4
80.439	0.001	80439	24
80.889	0.001	80889	61
82.446	0.001	82446	44
82.836	0.001	82836	101
83.964	0.001	83964	102
84.813	0.001	84813	11
86.211	0.001	86211	31
87.719	0.001	87719	60
88.229	0.001	88229	51
88.808	0.001	88808	103
91.944	0.001	91944	104
92.812	0.001	92812	5
94.211	0.001	94211	25
95.728	0.001	95728	60
96.228	0.001	96228	45
96.747	0.001	96747	101
101.281	0.001	101281	4
102.679	0.001	102679	24
103.368	0.001	103368	61
104.696	0.001	104696	44
104.926	0.001	104926	101
107.213	0.001	107213	102
108.002	0.001	108002	12
109.4	0.001	109400	32
110.898	0.001	110898	60
111.407	0.001	111407	52
111.986	0.001	111986	103
114.483	0.001	114483	104
115.731	0.001	115731	7
117.119	0.001	117119	27
117.759	0.001	117759	61
119.127	0.001	119127	47
119.506	0.001	119506	103
121.833	0.001	121833	104
123.061	0.001	123061	11
124.459	0.001	124459	31
125.947	0.001	125947	60
126.457	0.001	126457	51
126.876	0.001	126876	103
129.772	0.001	129772	104
130.861	0.001	130861	1
132.259	0.001	132259	21
132.758	0.001	132758	62
134.256	0.001	134256	41
134.785	0.001	134785	101
139.05	0.001	139050	7
140.448	0.001	140448	27
140.967	0.001	140967	61
142.455	0.001	142455	47
143.144	0.001	143144	103
145.531	0.001	145531	104
146.769	0.001	146769	11
148.157	0.001	148157	31
149.655	0.001	149655	60
150.165	0.001	150165	51
150.784	0.001	150784	103
155.158	0.001	155158	9
156.556	0.001	156556	29
157.385	0.001	157385	61
158.553	0.001	158553	49
159.043	0.001	159043	103
161.619	0.001	161619	104
162.438	0.001	162438	4
163.836	0.001	163836	24
164.445	0.001	164445	61
165.853	0.001	165853	44
166.153	0.001	166153	101
168.32	0.001	168320	102
169.219	0.001	169219	1
170.617	0.001	170617	21
171.276	0.001	171276	62
172.634	0.001	172634	41
172.884	0.001	172884	101
175.151	0.001	175151	102
176.379	0.001	176379	6
177.777	0.001	177777	26
179.275	0.001	179275	60
179.784	0.001	179784	46
180.304	0.001	180304	101
182.65	0.001	182650	102
183.869	0.001	183869	1
185.267	0.001	185267	21
186.315	0.001	186315	62
187.284	0.001	187284	41
187.734	0.001	187734	101
190.3	0.001	190300	102
191.329	0.001	191329	8
192.727	0.001	192727	28
193.536	0.001	193536	62
194.734	0.001	194734	48
195.163	0.001	195163	103
197.94	0.001	197940	104
198.749	0.001	198749	10
200.147	0.001	200147	30
200.836	0.001	200836	62
202.164	0.001	202164	50
202.623	0.001	202623	103
205.05	0.001	205050	104
206.258	0.001	206258	7
207.656	0.001	207656	27
209.164	0.001	209164	60
209.674	0.001	209674	47
210.193	0.001	210193	103
212.999	0.001	212999	104
214.118	0.001	214118	9
215.516	0.001	215516	29
216.095	0.001	216095	61
217.533	0.001	217533	49
219.85	0.001	219850	104
220.859	0.001	220859	8
222.257	0.001	222257	28
223.245	0.001	223245	62
224.254	0.001	224254	48
225.003	0.001	225003	103
227.609	0.001	227609	104
228.508	0.001	228508	4
229.906	0.001	229906	24
230.406	0.001	230406	61
