onset	duration	sample	trigger
176.277	0.001	176277	201
178.214	0.001	178214	7
179.612	0.001	179612	27
180.881	0.001	180881	61
181.61	0.001	181610	47
183.697	0.001	183697	103
186.603	0.001	186603	12
188.001	0.001	188001	32
189.509	0.001	189509	60
189.998	0.001	189998	52
191.097	0.001	191097	103
194.692	0.001	194692	7
196.09	0.001	196090	27
197.129	0.001	197129	61
198.087	0.001	198087	47
199.096	0.001	199096	103
203.021	0.001	203021	10
204.419	0.001	204419	30
205.927	0.001	205927	60
206.436	0.001	206436	50
207.554	0.001	207554	103
211.349	0.001	211349	4
212.747	0.001	212747	24
214.235	0.001	214235	60
214.745	0.001	214745	44
214.775	0.001	214775	101
219.478	0.001	219478	6
220.866	0.001	220866	26
222.384	0.001	222384	60
222.874	0.001	222874	46
223.683	0.001	223683	101
227.807	0.001	227807	5
229.195	0.001	229195	25
230.713	0.001	230713	60
231.212	0.001	231212	45
232.341	0.001	232341	101
236.066	0.001	236066	5
237.464	0.001	237464	25
238.972	0.001	238972	60
239.481	0.001	239481	45
240.42	0.001	240420	101
244.275	0.001	244275	2
245.673	0.001	245673	22
247.151	0.001	247151	61
247.68	0.001	247680	42
248.728	0.001	248728	101
252.533	0.001	252533	3
253.931	0.001	253931	23
255.14	0.001	255140	62
255.939	0.001	255939	43
256.658	0.001	256658	101
260.792	0.001	260792	3
262.19	0.001	262190	23
263.159	0.001	263159	62
264.207	0.001	264207	43
265.326	0.001	265326	101
268.901	0.001	268901	11
270.299	0.001	270299	31
271.807	0.001	271807	60
272.306	0.001	272306	51
273.105	0.001	273105	103
277.19	0.001	277190	11
278.588	0.001	278588	31
280.086	0.001	280086	60
280.595	0.001	280595	51
281.204	0.001	281204	103
285.459	0.001	285459	1
286.857	0.001	286857	21
288.245	0.001	288245	62
288.854	0.001	288854	41
289.433	0.001	289433	103
293.837	0.001	293837	10
295.235	0.001	295235	30
296.743	0.001	296743	60
297.243	0.001	297243	50
297.782	0.001	297782	103
302.146	0.001	302146	6
303.544	0.001	303544	26
305.032	0.001	305032	60
305.541	0.001	305541	46
306.29	0.001	306290	101
310.535	0.001	310535	2
311.933	0.001	311933	22
313.431	0.001	313431	61
313.95	0.001	313950	42
314.399	0.001	314399	101
318.604	0.001	318604	4
320.002	0.001	320002	24
321.23	0.001	321230	61
321.999	0.001	321999	44
323.187	0.001	323187	101
326.733	0.001	326733	9
328.131	0.001	328131	29
329.579	0.001	329579	61
330.138	0.001	330138	49
330.847	0.001	330847	103
334.981	0.001	334981	1
336.379	0.001	336379	21
337.638	0.001	337638	62
338.387	0.001	338387	41
338.986	0.001	338986	101
343.03	0.001	343030	9
344.419	0.001	344419	29
345.317	0.001	345317	61
346.426	0.001	346426	49
346.995	0.001	346995	103
351.469	0.001	351469	8
352.867	0.001	352867	28
353.786	0.001	353786	62
354.884	0.001	354884	48
355.464	0.001	355464	103
359.638	0.001	359638	12
361.036	0.001	361036	32
362.544	0.001	362544	60
363.043	0.001	363043	52
363.642	0.001	363642	103
367.917	0.001	367917	8
369.315	0.001	369315	28
370.164	0.001	370164	62
371.322	0.001	371322	48
372.181	0.001	372181	103
375.367	0.001	375367	255
524.105	0.001	524105	254
557.1	0.001	557100	201
558.768	0.001	558768	7
560.156	0.001	560156	27
561.414	0.001	561414	61
562.153	0.001	562153	47
562.922	0.001	562922	103
566.947	0.001	566947	12
568.345	0.001	568345	32
569.843	0.001	569843	60
570.342	0.001	570342	52
571.001	0.001	571001	103
575.206	0.001	575206	7
576.594	0.001	576594	27
578.032	0.001	578032	61
578.611	0.001	578611	47
579.3	0.001	579300	103
583.564	0.001	583564	10
584.952	0.001	584952	30
585.981	0.001	585981	62
586.96	0.001	586960	50
587.679	0.001	587679	103
591.733	0.001	591733	4
593.131	0.001	593131	24
594.23	0.001	594230	61
595.149	0.001	595149	44
595.927	0.001	595927	103
600.192	0.001	600192	6
601.58	0.001	601580	26
603.088	0.001	603088	60
603.597	0.001	603597	46
604.676	0.001	604676	101
608.53	0.001	608530	5
609.928	0.001	609928	25
611.416	0.001	611416	60
611.926	0.001	611926	45
612.695	0.001	612695	101
616.989	0.001	616989	5
618.387	0.001	618387	25
619.895	0.001	619895	60
620.394	0.001	620394	45
621.283	0.001	621283	101
625.278	0.001	625278	2
626.676	0.001	626676	22
627.934	0.001	627934	61
628.683	0.001	628683	42
629.122	0.001	629122	101
633.516	0.001	633516	3
634.915	0.001	634915	23
636.013	0.001	636013	62
636.932	0.001	636932	43
637.711	0.001	637711	101
641.825	0.001	641825	3
643.223	0.001	643223	23
644.202	0.001	644202	62
645.231	0.001	645231	43
645.69	0.001	645690	101
695.153	0.001	695153	102
698.388	0.001	698388	11
699.776	0.001	699776	31
701.284	0.001	701284	60
701.784	0.001	701784	51
702.323	0.001	702323	103
703.821	0.001	703821	104
704.63	0.001	704630	11
706.018	0.001	706018	31
707.516	0.001	707516	60
708.025	0.001	708025	51
708.624	0.001	708624	103
710.612	0.001	710612	104
711.421	0.001	711421	1
712.819	0.001	712819	21
713.638	0.001	713638	62
714.826	0.001	714826	41
715.275	0.001	715275	101
717.822	0.001	717822	102
718.901	0.001	718901	10
720.299	0.001	720299	30
721.277	0.001	721277	62
722.306	0.001	722306	50
722.745	0.001	722745	103
725.452	0.001	725452	104
726.48	0.001	726480	6
727.868	0.001	727868	26
729.376	0.001	729376	60
729.886	0.001	729886	46
730.535	0.001	730535	101
732.762	0.001	732762	102
733.69	0.001	733690	2
735.089	0.001	735089	22
735.867	0.001	735867	61
737.106	0.001	737106	42
737.715	0.001	737715	101
739.682	0.001	739682	102
740.611	0.001	740611	4
742.009	0.001	742009	24
742.958	0.001	742958	61
744.016	0.001	744016	44
744.506	0.001	744506	101
746.803	0.001	746803	102
747.661	0.001	747661	9
749.05	0.001	749050	29
749.958	0.001	749958	61
751.067	0.001	751067	49
751.756	0.001	751756	103
754.412	0.001	754412	104
755.641	0.001	755641	1
757.039	0.001	757039	21
757.878	0.001	757878	62
759.046	0.001	759046	41
759.455	0.001	759455	101
761.053	0.001	761053	102
762.112	0.001	762112	9
763.51	0.001	763510	29
764.349	0.001	764349	61
