onset	duration	sample	trigger
12.601	0.001	12601	254
349.933	0.001	349933	201
351.94	0.001	351940	6
353.338	0.001	353338	26
354.836	0.001	354836	60
355.335	0.001	355335	46
360.049	0.001	360049	4
361.447	0.001	361447	24
362.765	0.001	362765	61
363.444	0.001	363444	44
365.651	0.001	365651	101
368.038	0.001	368038	1
369.426	0.001	369426	21
370.705	0.001	370705	62
371.434	0.001	371434	41
376.427	0.001	376427	2
377.825	0.001	377825	22
378.893	0.001	378893	61
379.842	0.001	379842	42
384.536	0.001	384536	1
385.934	0.001	385934	21
387.432	0.001	387432	60
387.931	0.001	387931	41
392.805	0.001	392805	8
394.193	0.001	394193	28
394.872	0.001	394872	62
396.22	0.001	396220	48
400.963	0.001	400963	7
402.362	0.001	402362	27
403.041	0.001	403041	61
404.369	0.001	404369	47
409.112	0.001	409112	5
410.511	0.001	410511	25
412.028	0.001	412028	60
412.528	0.001	412528	45
417.581	0.001	417581	9
418.979	0.001	418979	29
419.758	0.001	419758	61
420.996	0.001	420996	49
421.536	0.001	421536	101
422.964	0.001	422964	102
424.212	0.001	424212	4
425.6	0.001	425600	24
426.329	0.001	426329	61
427.617	0.001	427617	44
428.167	0.001	428167	101
430.743	0.001	430743	102
431.911	0.001	431911	12
433.31	0.001	433310	32
434.818	0.001	434818	60
435.317	0.001	435317	52
439.991	0.001	439991	3
441.379	0.001	441379	23
442.148	0.001	442148	62
443.386	0.001	443386	43
445.134	0.001	445134	103
448.549	0.001	448549	9
449.947	0.001	449947	29
450.856	0.001	450856	61
451.964	0.001	451964	49
452.853	0.001	452853	103
456.848	0.001	456848	11
458.246	0.001	458246	31
459.744	0.001	459744	60
460.243	0.001	460243	51
464.028	0.001	464028	104
465.176	0.001	465176	12
466.574	0.001	466574	32
468.062	0.001	468062	60
468.572	0.001	468572	52
473.565	0.001	473565	2
474.963	0.001	474963	22
475.892	0.001	475892	61
476.96	0.001	476960	42
481.704	0.001	481704	5
483.102	0.001	483102	25
484.61	0.001	484610	60
485.109	0.001	485109	45
490.053	0.001	490053	7
491.451	0.001	491451	27
492.579	0.001	492579	61
493.458	0.001	493458	47
494.806	0.001	494806	101
496.554	0.001	496554	102
497.672	0.001	497672	11
499.07	0.001	499070	31
500.578	0.001	500578	60
501.088	0.001	501088	51
502.675	0.001	502675	101
504.992	0.001	504992	102
506.081	0.001	506081	3
507.479	0.001	507479	23
508.767	0.001	508767	62
509.486	0.001	509486	43
510.405	0.001	510405	103
512.602	0.001	512602	104
513.491	0.001	513491	10
514.889	0.001	514889	30
516.097	0.001	516097	62
516.886	0.001	516886	50
517.775	0.001	517775	103
519.772	0.001	519772	104
520.691	0.001	520691	6
522.089	0.001	522089	26
523.597	0.001	523597	60
524.106	0.001	524106	46
524.696	0.001	524696	103
526.912	0.001	526912	104
528.071	0.001	528071	10
529.459	0.001	529459	30
530.368	0.001	530368	62
531.466	0.001	531466	50
532.375	0.001	532375	103
534.922	0.001	534922	104
536.13	0.001	536130	8
537.528	0.001	537528	28
538.557	0.001	538557	62
539.545	0.001	539545	48
540.244	0.001	540244	103
541.483	0.001	541483	104
541.732	0.001	541732	255
615.075	0.001	615075	254
616.753	0.001	616753	201
618.81	0.001	618810	7
620.208	0.001	620208	27
621.706	0.001	621706	60
622.215	0.001	622215	47
623.284	0.001	623284	101
625.88	0.001	625880	102
626.639	0.001	626639	5
628.037	0.001	628037	25
629.535	0.001	629535	60
630.035	0.001	630035	45
631.463	0.001	631463	103
633.91	0.001	633910	104
634.858	0.001	634858	4
636.256	0.001	636256	24
637.754	0.001	637754	60
638.254	0.001	638254	44
638.773	0.001	638773	103
642.058	0.001	642058	104
643.077	0.001	643077	9
644.475	0.001	644475	29
645.993	0.001	645993	60
646.492	0.001	646492	49
648.27	0.001	648270	104
649.099	0.001	649099	1
650.497	0.001	650497	21
651.995	0.001	651995	60
652.494	0.001	652494	41
653.253	0.001	653253	103
655.7	0.001	655700	104
656.709	0.001	656709	2
658.107	0.001	658107	22
659.615	0.001	659615	60
660.114	0.001	660114	42
660.663	0.001	660663	103
661.702	0.001	661702	104
662.86	0.001	662860	7
664.248	0.001	664248	27
665.746	0.001	665746	60
666.256	0.001	666256	47
666.895	0.001	666895	101
668.992	0.001	668992	102
670.17	0.001	670170	1
671.568	0.001	671568	21
673.066	0.001	673066	60
673.576	0.001	673576	41
674.155	0.001	674155	103
676.602	0.001	676602	104
677.54	0.001	677540	9
678.928	0.001	678928	29
680.446	0.001	680446	60
680.946	0.001	680946	49
681.495	0.001	681495	101
683.942	0.001	683942	102
684.9	0.001	684900	11
686.288	0.001	686288	31
687.786	0.001	687786	60
688.296	0.001	688296	51
689.065	0.001	689065	101
691.421	0.001	691421	102
692.49	0.001	692490	3
693.888	0.001	693888	23
695.396	0.001	695396	60
695.895	0.001	695895	43
696.215	0.001	696215	103
698.712	0.001	698712	104
699.94	0.001	699940	10
701.338	0.001	701338	30
702.836	0.001	702836	60
703.345	0.001	703345	50
703.934	0.001	703934	101
706.251	0.001	706251	102
707.48	0.001	707480	5
708.868	0.001	708868	25
710.376	0.001	710376	60
710.875	0.001	710875	45
711.784	0.001	711784	103
713.771	0.001	713771	104
714.6	0.001	714600	10
715.998	0.001	715998	30
717.516	0.001	717516	60
718.015	0.001	718015	50
718.814	0.001	718814	101
720.891	0.001	720891	102
721.73	0.001	721730	12
723.118	0.001	723118	32
724.626	0.001	724626	60
725.126	0.001	725126	52
725.665	0.001	725665	101
728.911	0.001	728911	102
729.829	0.001	729829	11
731.227	0.001	731227	31
732.735	0.001	732735	60
733.245	0.001	733245	51
734.143	0.001	734143	101
735.991	0.001	735991	102
736.84	0.001	736840	6
738.238	0.001	738238	26
739.736	0.001	739736	60
740.245	0.001	740245	46
740.665	0.001	740665	103
745.168	0.001	745168	12
746.567	0.001	746567	32
748.075	0.001	748075	60
748.584	0.001	748584	52
749.572	0.001	749572	101
750.232	0.001	750232	102
751.49	0.001	751490	1
752.878	0.001	752878	21
754.386	0.001	754386	60
754.895	0.001	754895	41
755.824	0.001	755824	103
757.632	0.001	757632	104
758.391	0.001	758391	3
759.789	0.001	759789	23
760.797	0.001	760797	62
761.796	0.001	761796	43
762.485	0.001	762485	103
763.544	0.001	763544	104
764.602	0.001	764602	5
766	0.001	766000	25
767.508	0.001	767508	60
768.017	0.001	768017	45
768.637	0.001	768637	103
771.093	0.001	771093	104
772.222	0.001	772222	6
773.62	0.001	773620	26
775.128	0.001	775128	60
775.627	0.001	775627	46
776.176	0.001	776176	103
778.423	0.001	778423	104
779.682	0.001	779682	1
781.08	0.001	781080	21
782.588	0.001	782588	60
783.097	0.001	783097	41
783.556	0.001	783556	103
785.733	0.001	785733	104
786.902	0.001	786902	6
788.29	0.001	788290	26
789.798	0.001	789798	60
790.307	0.001	790307	46
790.996	0.001	790996	103
792.534	0.001	792534	104
793.792	0.001	793792	7
795.181	0.001	795181	27
796.409	0.001	796409	61
797.198	0.001	797198	47
797.927	0.001	797927	101
799.784	0.001	799784	102
800.863	0.001	800863	11
802.261	0.001	802261	31
803.769	0.001	803769	60
804.278	0.001	804278	51
804.917	0.001	804917	101
806.335	0.001	806335	102
807.154	0.001	807154	8
808.552	0.001	808552	28
810.06	0.001	810060	60
810.56	0.001	810560	48
811.169	0.001	811169	101
812.377	0.001	812377	102
813.426	0.001	813426	3
814.824	0.001	814824	23
816.322	0.001	816322	60
816.831	0.001	816831	43
817.35	0.001	817350	103
818.429	0.001	818429	104
819.577	0.001	819577	3
820.976	0.001	820976	23
821.904	0.001	821904	62
822.993	0.001	822993	43
823.912	0.001	823912	103
824.93	0.001	824930	104
825.769	0.001	825769	2
827.157	0.001	827157	22
828.655	0.001	828655	60
829.164	0.001	829164	42
829.614	0.001	829614	103
831.711	0.001	831711	104
832.889	0.001	832889	6
834.287	0.001	834287	26
835.795	0.001	835795	60
836.305	0.001	836305	46
836.724	0.001	836724	103
838.222	0.001	838222	104
839.371	0.001	839371	9
840.769	0.001	840769	29
841.937	0.001	841937	61
842.776	0.001	842776	49
843.295	0.001	843295	101
844.514	0.001	844514	102
845.522	0.001	845522	3
846.92	0.001	846920	23
848.428	0.001	848428	60
848.928	0.001	848928	43
849.427	0.001	849427	103
850.585	0.001	850585	104
851.654	0.001	851654	4
853.052	0.001	853052	24
854.55	0.001	854550	60
855.049	0.001	855049	44
855.439	0.001	855439	103
857.376	0.001	857376	104
858.375	0.001	858375	10
859.773	0.001	859773	30
861.261	0.001	861261	60
861.79	0.001	861790	50
862.349	0.001	862349	101
863.318	0.001	863318	102
864.357	0.001	864357	5
865.755	0.001	865755	25
867.263	0.001	867263	60
867.762	0.001	867762	45
868.191	0.001	868191	103
869.699	0.001	869699	104
870.588	0.001	870588	2
871.986	0.001	871986	22
873.115	0.001	873115	61
873.994	0.001	873994	42
874.802	0.001	874802	103
875.621	0.001	875621	104
876.76	0.001	876760	10
878.148	0.001	878148	30
878.927	0.001	878927	62
880.165	0.001	880165	50
880.904	0.001	880904	101
882.192	0.001	882192	102
883.051	0.001	883051	6
884.449	0.001	884449	26
885.957	0.001	885957	60
886.457	0.001	886457	46
886.976	0.001	886976	103
888.943	0.001	888943	104
890.092	0.001	890092	4
891.49	0.001	891490	24
892.089	0.001	892089	61
893.507	0.001	893507	44
893.956	0.001	893956	103
895.454	0.001	895454	104
896.513	0.001	896513	4
897.911	0.001	897911	24
899.239	0.001	899239	61
899.928	0.001	899928	44
900.428	0.001	900428	103
901.946	0.001	901946	104
903.094	0.001	903094	9
904.492	0.001	904492	29
905.621	0.001	905621	61
906.489	0.001	906489	49
907.039	0.001	907039	101
908.676	0.001	908676	102
909.495	0.001	909495	4
910.893	0.001	910893	24
912.062	0.001	912062	61
912.901	0.001	912901	44
913.4	0.001	913400	103
915.258	0.001	915258	104
916.037	0.001	916037	9
917.425	0.001	917425	29
918.473	0.001	918473	61
919.442	0.001	919442	49
920.411	0.001	920411	101
922.208	0.001	922208	102
923.237	0.001	923237	12
924.635	0.001	924635	32
926.133	0.001	926133	60
926.642	0.001	926642	52
927.082	0.001	927082	101
927.99	0.001	927990	102
928.879	0.001	928879	11
930.267	0.001	930267	31
931.765	0.001	931765	60
932.274	0.001	932274	51
933.023	0.001	933023	101
934.342	0.001	934342	102
935.25	0.001	935250	1
936.649	0.001	936649	21
937.747	0.001	937747	62
938.666	0.001	938666	41
939.245	0.001	939245	103
940.633	0.001	940633	104
941.722	0.001	941722	9
943.12	0.001	943120	29
944.178	0.001	944178	61
945.117	0.001	945117	49
945.886	0.001	945886	101
947.604	0.001	947604	102
948.452	0.001	948452	12
949.851	0.001	949851	32
951.349	0.001	951349	60
951.858	0.001	951858	52
952.747	0.001	952747	101
953.795	0.001	953795	102
954.774	0.001	954774	7
956.172	0.001	956172	27
957.36	0.001	957360	61
958.179	0.001	958179	47
958.619	0.001	958619	101
960.366	0.001	960366	102
961.475	0.001	961475	8
962.873	0.001	962873	28
963.951	0.001	963951	62
964.88	0.001	964880	48
966.858	0.001	966858	103
968.875	0.001	968875	104
969.784	0.001	969784	8
971.182	0.001	971182	28
971.861	0.001	971861	62
973.199	0.001	973199	48
974.008	0.001	974008	101
975.216	0.001	975216	102
976.275	0.001	976275	7
977.673	0.001	977673	27
978.961	0.001	978961	61
979.68	0.001	979680	47
980.1	0.001	980100	101
981.617	0.001	981617	102
982.866	0.001	982866	12
984.264	0.001	984264	32
985.772	0.001	985772	60
986.271	0.001	986271	52
986.93	0.001	986930	101
988.318	0.001	988318	102
989.147	0.001	989147	2
990.545	0.001	990545	22
991.304	0.001	991304	61
992.553	0.001	992553	42
993.102	0.001	993102	103
994.869	0.001	994869	104
995.658	0.001	995658	2
997.057	0.001	997057	22
998.235	0.001	998235	61
999.064	0.001	999064	42
999.933	0.001	999933	104
1000.881	0.001	1000881	6
1002.279	0.001	1002279	26
1003.777	0.001	1003777	60
1004.287	0.001	1004287	46
1004.876	0.001	1004876	103
1006.594	0.001	1006594	104
1007.432	0.001	1007432	4
1008.831	0.001	1008831	24
1009.57	0.001	1009570	61
1010.828	0.001	1010828	44
1011.447	0.001	1011447	103
1013.314	0.001	1013314	104
1014.543	0.001	1014543	4
1015.941	0.001	1015941	24
1016.85	0.001	1016850	61
1017.958	0.001	1017958	44
1018.497	0.001	1018497	103
1020.005	0.001	1020005	104
1020.934	0.001	1020934	3
1022.332	0.001	1022332	23
1022.921	0.001	1022921	62
1024.349	0.001	1024349	43
1025.298	0.001	1025298	103
1025.877	0.001	1025877	104
1026.946	0.001	1026946	8
1028.344	0.001	1028344	28
1028.913	0.001	1028913	62
1030.361	0.001	1030361	48
1030.96	0.001	1030960	101
1032.159	0.001	1032159	102
1033.157	0.001	1033157	10
1034.546	0.001	1034546	30
1035.275	0.001	1035275	62
1036.563	0.001	1036563	50
1037.062	0.001	1037062	101
1037.941	0.001	1037941	102
1038.83	0.001	1038830	7
1040.218	0.001	1040218	27
1041.726	0.001	1041726	60
1042.235	0.001	1042235	47
1043.114	0.001	1043114	101
1044.232	0.001	1044232	102
1045.461	0.001	1045461	3
1046.859	0.001	1046859	23
1047.488	0.001	1047488	62
1048.876	0.001	1048876	43
1049.535	0.001	1049535	103
1051.233	0.001	1051233	104
1052.431	0.001	1052431	1
1053.829	0.001	1053829	21
1055.337	0.001	1055337	60
1055.837	0.001	1055837	41
1056.376	0.001	1056376	103
1058.203	0.001	1058203	104
1059.482	0.001	1059482	1
1060.87	0.001	1060870	21
1062.288	0.001	1062288	62
1062.887	0.001	1062887	41
1063.426	0.001	1063426	103
1064.505	0.001	1064505	104
1065.554	0.001	1065554	5
1066.942	0.001	1066942	25
1068.45	0.001	1068450	60
1068.949	0.001	1068949	45
1069.468	0.001	1069468	103
1070.517	0.001	1070517	104
1071.495	0.001	1071495	10
1072.894	0.001	1072894	30
1074.392	0.001	1074392	60
1074.901	0.001	1074901	50
1075.65	0.001	1075650	101
1077.417	0.001	1077417	102
1078.286	0.001	1078286	1
1079.674	0.001	1079674	21
1081.172	0.001	1081172	60
1081.682	0.001	1081682	41
1082.181	0.001	1082181	103
1083.649	0.001	1083649	104
1084.827	0.001	1084827	3
1086.225	0.001	1086225	23
1087.733	0.001	1087733	60
1088.243	0.001	1088243	43
1088.832	0.001	1088832	103
1089.94	0.001	1089940	104
1091.119	0.001	1091119	9
1092.517	0.001	1092517	29
1093.945	0.001	1093945	61
1094.534	0.001	1094534	49
1095.263	0.001	1095263	101
1097.5	0.001	1097500	102
1098.569	0.001	1098569	10
1099.967	0.001	1099967	30
1101.475	0.001	1101475	60
1101.984	0.001	1101984	50
1102.603	0.001	1102603	101
1105.03	0.001	1105030	102
1106.098	0.001	1106098	7
1107.497	0.001	1107497	27
1109.005	0.001	1109005	60
1109.514	0.001	1109514	47
1110.093	0.001	1110093	101
1111.411	0.001	1111411	102
1112.29	0.001	1112290	4
1113.678	0.001	1113678	24
1115.186	0.001	1115186	60
1115.695	0.001	1115695	44
1116.045	0.001	1116045	103
1118.112	0.001	1118112	104
1119.011	0.001	1119011	11
1120.409	0.001	1120409	31
1121.907	0.001	1121907	60
1122.416	0.001	1122416	51
1123.115	0.001	1123115	101
1124.773	0.001	1124773	102
1125.892	0.001	1125892	9
1127.29	0.001	1127290	29
1128.788	0.001	1128788	60
1129.297	0.001	1129297	49
1129.966	0.001	1129966	101
1131.514	0.001	1131514	102
1132.632	0.001	1132632	8
1134.031	0.001	1134031	28
1135.529	0.001	1135529	60
1136.028	0.001	1136028	48
1137.955	0.001	1137955	102
1139.024	0.001	1139024	5
1140.422	0.001	1140422	25
1141.93	0.001	1141930	60
1142.429	0.001	1142429	45
1143.717	0.001	1143717	103
1147.382	0.001	1147382	11
1148.781	0.001	1148781	31
1150.278	0.001	1150278	60
1150.788	0.001	1150788	51
1151.237	0.001	1151237	101
1155.691	0.001	1155691	10
1157.089	0.001	1157089	30
1158.587	0.001	1158587	60
1159.097	0.001	1159097	50
1159.955	0.001	1159955	101
1160.954	0.001	1160954	102
1161.873	0.001	1161873	8
1163.271	0.001	1163271	28
1164.689	0.001	1164689	61
1165.268	0.001	1165268	48
1165.877	0.001	1165877	101
1167.006	0.001	1167006	102
1168.264	0.001	1168264	9
1169.662	0.001	1169662	29
1171.16	0.001	1171160	60
1171.659	0.001	1171659	49
1172.478	0.001	1172478	101
1173.527	0.001	1173527	102
1174.586	0.001	1174586	2
1175.974	0.001	1175974	22
1177.152	0.001	1177152	61
1177.981	0.001	1177981	42
1179.918	0.001	1179918	102
1180.877	0.001	1180877	2
1182.275	0.001	1182275	22
1183.773	0.001	1183773	60
1184.282	0.001	1184282	42
1185.501	0.001	1185501	104
1186.37	0.001	1186370	12
1187.768	0.001	1187768	32
1189.286	0.001	1189286	60
1189.785	0.001	1189785	52
1190.594	0.001	1190594	101
1192.042	0.001	1192042	102
1192.891	0.001	1192891	11
1194.279	0.001	1194279	31
1195.777	0.001	1195777	60
1196.296	0.001	1196296	51
1196.785	0.001	1196785	101
1198.283	0.001	1198283	102
1199.122	0.001	1199122	8
1200.52	0.001	1200520	28
1201.509	0.001	1201509	62
1202.538	0.001	1202538	48
1203.077	0.001	1203077	101
1205.014	0.001	1205014	102
1206.053	0.001	1206053	2
1207.451	0.001	1207451	22
1208.599	0.001	1208599	61
1209.458	0.001	1209458	42
1210.087	0.001	1210087	103
1210.976	0.001	1210976	104
1212.035	0.001	1212035	1
1213.433	0.001	1213433	21
1214.881	0.001	1214881	62
1215.44	0.001	1215440	41
1216.039	0.001	1216039	103
1217.747	0.001	1217747	104
1218.875	0.001	1218875	3
1220.273	0.001	1220273	23
