onset	duration	sample	trigger
206.349	0.001	206349	201
208.366	0.001	208366	4
209.764	0.001	209764	24
210.803	0.001	210803	61
211.761	0.001	211761	44
213.169	0.001	213169	101
215.017	0.001	215017	102
216.006	0.001	216006	1
217.404	0.001	217404	21
218.362	0.001	218362	62
219.401	0.001	219401	41
219.96	0.001	219960	101
221.937	0.001	221937	102
222.746	0.001	222746	8
224.135	0.001	224135	28
224.903	0.001	224903	62
226.152	0.001	226152	48
226.761	0.001	226761	103
229.258	0.001	229258	104
230.306	0.001	230306	11
231.704	0.001	231704	31
233.192	0.001	233192	60
233.702	0.001	233702	51
234.281	0.001	234281	103
235.529	0.001	235529	104
236.308	0.001	236308	10
237.696	0.001	237696	30
238.565	0.001	238565	62
239.703	0.001	239703	50
240.862	0.001	240862	103
243.149	0.001	243149	104
244.337	0.001	244337	12
245.735	0.001	245735	32
247.233	0.001	247233	60
247.742	0.001	247742	52
248.122	0.001	248122	103
250.808	0.001	250808	104
251.847	0.001	251847	12
253.245	0.001	253245	32
254.753	0.001	254753	60
255.252	0.001	255252	52
255.921	0.001	255921	103
257.769	0.001	257769	104
258.807	0.001	258807	8
260.206	0.001	260206	28
261.444	0.001	261444	62
262.223	0.001	262223	48
262.283	0.001	262283	103
264.709	0.001	264709	104
265.888	0.001	265888	7
267.286	0.001	267286	27
268.015	0.001	268015	61
269.293	0.001	269293	47
269.862	0.001	269862	103
271.83	0.001	271830	104
273.058	0.001	273058	4
274.456	0.001	274456	24
275.874	0.001	275874	61
276.453	0.001	276453	44
276.823	0.001	276823	101
278.591	0.001	278591	102
279.729	0.001	279729	5
281.127	0.001	281127	25
282.615	0.001	282615	60
283.124	0.001	283124	45
283.704	0.001	283704	101
288.068	0.001	288068	9
289.466	0.001	289466	29
290.345	0.001	290345	61
291.473	0.001	291473	49
291.992	0.001	291992	103
294.709	0.001	294709	104
295.767	0.001	295767	5
297.165	0.001	297165	25
298.653	0.001	298653	60
299.163	0.001	299163	45
299.722	0.001	299722	101
302.099	0.001	302099	102
303.297	0.001	303297	6
304.695	0.001	304695	26
306.203	0.001	306203	60
306.702	0.001	306702	46
307.272	0.001	307272	101
308.5	0.001	308500	102
309.768	0.001	309768	2
311.156	0.001	311156	22
312.075	0.001	312075	61
313.164	0.001	313164	42
313.703	0.001	313703	101
316.09	0.001	316090	102
316.968	0.001	316968	2
318.367	0.001	318367	22
319.165	0.001	319165	61
320.384	0.001	320384	42
320.643	0.001	320643	101
323.05	0.001	323050	102
324.199	0.001	324199	1
325.597	0.001	325597	21
326.366	0.001	326366	62
327.604	0.001	327604	41
328.513	0.001	328513	101
330.21	0.001	330210	102
331.229	0.001	331229	3
332.617	0.001	332617	23
333.486	0.001	333486	62
334.624	0.001	334624	43
335.563	0.001	335563	101
337.95	0.001	337950	102
338.929	0.001	338929	7
340.327	0.001	340327	27
341.026	0.001	341026	61
342.344	0.001	342344	47
343.233	0.001	343233	103
347.078	0.001	347078	3
348.476	0.001	348476	23
349.634	0.001	349634	62
350.483	0.001	350483	43
351.172	0.001	351172	101
354.108	0.001	354108	102
354.887	0.001	354887	10
356.285	0.001	356285	30
357.194	0.001	357194	62
358.292	0.001	358292	50
358.742	0.001	358742	103
360.539	0.001	360539	104
361.568	0.001	361568	11
362.966	0.001	362966	31
364.464	0.001	364464	60
364.963	0.001	364963	51
365.572	0.001	365572	103
366.791	0.001	366791	104
367.73	0.001	367730	9
369.118	0.001	369118	29
369.887	0.001	369887	61
371.135	0.001	371135	49
371.694	0.001	371694	103
373.492	0.001	373492	104
374.301	0.001	374301	6
375.699	0.001	375699	26
377.197	0.001	377197	60
377.706	0.001	377706	46
378.095	0.001	378095	101
380.432	0.001	380432	102
380.672	0.001	380672	255
461.47	0.001	461470	254
463.807	0.001	463807	201
