onset	duration	sample	trigger
332.972	0.001	332972	201
334.709	0.001	334709	1
336.097	0.001	336097	21
337.206	0.001	337206	62
338.105	0.001	338105	41
338.694	0.001	338694	101
343.148	0.001	343148	4
344.536	0.001	344536	24
345.874	0.001	345874	61
346.553	0.001	346553	44
347.212	0.001	347212	101
348.441	0.001	348441	102
349.469	0.001	349469	4
350.867	0.001	350867	24
351.686	0.001	351686	61
352.885	0.001	352885	44
353.584	0.001	353584	101
355.94	0.001	355940	102
357.159	0.001	357159	12
358.557	0.001	358557	32
360.055	0.001	360055	60
360.564	0.001	360564	52
361.273	0.001	361273	103
362.851	0.001	362851	104
364.039	0.001	364039	12
365.438	0.001	365438	32
366.946	0.001	366946	60
367.445	0.001	367445	52
368.114	0.001	368114	103
370.271	0.001	370271	104
371.1	0.001	371100	6
372.488	0.001	372488	26
373.996	0.001	373996	60
374.505	0.001	374505	46
374.995	0.001	374995	101
376.543	0.001	376543	102
377.771	0.001	377771	8
379.159	0.001	379159	28
380.487	0.001	380487	62
381.176	0.001	381176	48
381.226	0.001	381226	103
384.372	0.001	384372	104
385.251	0.001	385251	11
386.649	0.001	386649	31
388.157	0.001	388157	60
388.666	0.001	388666	51
388.726	0.001	388726	103
390.214	0.001	390214	104
391.292	0.001	391292	1
392.691	0.001	392691	21
393.659	0.001	393659	62
394.708	0.001	394708	41
395.207	0.001	395207	101
396.066	0.001	396066	102
397.175	0.001	397175	2
398.563	0.001	398563	22
399.312	0.001	399312	61
400.58	0.001	400580	42
401.079	0.001	401079	101
403.506	0.001	403506	102
404.495	0.001	404495	7
405.893	0.001	405893	27
406.582	0.001	406582	61
407.91	0.001	407910	47
408.489	0.001	408489	103
409.707	0.001	409707	104
410.886	0.001	410886	10
412.284	0.001	412284	30
413.203	0.001	413203	62
414.291	0.001	414291	50
415.05	0.001	415050	104
416.199	0.001	416199	5
417.597	0.001	417597	25
419.095	0.001	419095	60
419.604	0.001	419604	45
420.323	0.001	420323	101
422.101	0.001	422101	102
422.91	0.001	422910	2
424.308	0.001	424308	22
425.436	0.001	425436	61
426.305	0.001	426305	42
426.545	0.001	426545	101
428.402	0.001	428402	102
429.301	0.001	429301	9
430.699	0.001	430699	29
431.358	0.001	431358	61
432.706	0.001	432706	49
433.066	0.001	433066	103
435.113	0.001	435113	104
435.922	0.001	435922	8
437.32	0.001	437320	28
438.239	0.001	438239	62
439.317	0.001	439317	48
439.757	0.001	439757	103
441.055	0.001	441055	104
442.014	0.001	442014	10
443.412	0.001	443412	30
444.091	0.001	444091	62
445.429	0.001	445429	50
445.709	0.001	445709	103
446.597	0.001	446597	104
447.436	0.001	447436	9
448.834	0.001	448834	29
449.653	0.001	449653	61
450.842	0.001	450842	49
451.301	0.001	451301	103
452.969	0.001	452969	104
454.077	0.001	454077	5
455.475	0.001	455475	25
456.963	0.001	456963	60
457.473	0.001	457473	45
458.022	0.001	458022	101
458.831	0.001	458831	102
459.69	0.001	459690	3
461.078	0.001	461078	23
461.857	0.001	461857	62
463.085	0.001	463085	43
463.544	0.001	463544	101
465.502	0.001	465502	102
466.61	0.001	466610	3
468.008	0.001	468008	23
468.637	0.001	468637	62
470.026	0.001	470026	43
470.115	0.001	470115	101
471.783	0.001	471783	102
472.572	0.001	472572	6
473.97	0.001	473970	26
475.468	0.001	475468	60
475.978	0.001	475978	46
476.786	0.001	476786	102
477.605	0.001	477605	7
479.003	0.001	479003	27
480.501	0.001	480501	60
481.021	0.001	481021	47
482.269	0.001	482269	103
482.978	0.001	482978	104
484.106	0.001	484106	11
485.505	0.001	485505	31
487.003	0.001	487003	60
487.512	0.001	487512	51
487.931	0.001	487931	103
488.85	0.001	488850	104
489.09	0.001	489090	255
566.133	0.001	566133	254
616.375	0.001	616375	201
618.342	0.001	618342	7
619.74	0.001	619740	27
620.379	0.001	620379	61
621.748	0.001	621748	47
622.217	0.001	622217	103
624.144	0.001	624144	104
625.393	0.001	625393	8
626.781	0.001	626781	28
627.48	0.001	627480	62
628.788	0.001	628788	48
629.217	0.001	629217	103
629.956	0.001	629956	104
630.985	0.001	630985	4
632.373	0.001	632373	24
632.962	0.001	632962	61
634.39	0.001	634390	44
634.92	0.001	634920	101
636.108	0.001	636108	102
637.057	0.001	637057	9
638.455	0.001	638455	29
639.274	0.001	639274	61
640.462	0.001	640462	49
640.892	0.001	640892	103
641.96	0.001	641960	104
643.139	0.001	643139	12
644.537	0.001	644537	32
646.035	0.001	646035	60
646.534	0.001	646534	52
646.804	0.001	646804	103
648.411	0.001	648411	104
649.28	0.001	649280	12
650.678	0.001	650678	32
652.186	0.001	652186	60
652.686	0.001	652686	52
653.035	0.001	653035	103
654.783	0.001	654783	104
655.672	0.001	655672	7
