onset	duration	sample	trigger
428.848	0.001	428848	201
430.695	0.001	430695	12
432.093	0.001	432093	32
433.591	0.001	433591	60
434.091	0.001	434091	52
435.579	0.001	435579	103
439.054	0.001	439054	5
440.452	0.001	440452	25
440.831	0.001	440831	61
442.469	0.001	442469	45
442.969	0.001	442969	103
445.455	0.001	445455	104
446.524	0.001	446524	7
447.922	0.001	447922	27
448.162	0.001	448162	62
449.939	0.001	449939	47
450.229	0.001	450229	103
451.487	0.001	451487	104
452.685	0.001	452685	1
454.083	0.001	454083	21
455.581	0.001	455581	60
456.091	0.001	456091	41
457.179	0.001	457179	103
458.657	0.001	458657	104
459.446	0.001	459446	6
460.844	0.001	460844	26
462.342	0.001	462342	60
462.852	0.001	462852	46
463.391	0.001	463391	101
465.119	0.001	465119	102
466.277	0.001	466277	2
467.675	0.001	467675	22
469.183	0.001	469183	60
469.682	0.001	469682	42
470.222	0.001	470222	101
471.62	0.001	471620	102
472.399	0.001	472399	5
473.797	0.001	473797	25
474.985	0.001	474985	61
475.814	0.001	475814	45
476.383	0.001	476383	101
477.841	0.001	477841	102
479.07	0.001	479070	8
480.468	0.001	480468	28
481.976	0.001	481976	60
482.485	0.001	482485	48
482.824	0.001	482824	103
484.282	0.001	484282	104
485.121	0.001	485121	3
486.509	0.001	486509	23
486.749	0.001	486749	61
488.527	0.001	488527	43
488.986	0.001	488986	101
491.573	0.001	491573	102
492.661	0.001	492661	6
494.059	0.001	494059	26
494.578	0.001	494578	61
496.076	0.001	496076	46
496.576	0.001	496576	101
498.523	0.001	498523	102
499.761	0.001	499761	4
501.15	0.001	501150	24
501.699	0.001	501699	61
503.167	0.001	503167	44
503.626	0.001	503626	101
505.234	0.001	505234	102
506.243	0.001	506243	8
507.641	0.001	507641	28
507.98	0.001	507980	62
509.658	0.001	509658	48
510.107	0.001	510107	103
511.326	0.001	511326	104
512.354	0.001	512354	12
513.742	0.001	513742	32
514.072	0.001	514072	62
515.76	0.001	515760	52
516.369	0.001	516369	103
520.763	0.001	520763	4
522.151	0.001	522151	24
524.158	0.001	524158	44
524.518	0.001	524518	101
526.305	0.001	526305	102
527.094	0.001	527094	9
528.492	0.001	528492	29
529.99	0.001	529990	60
530.5	0.001	530500	49
531.608	0.001	531608	101
535.103	0.001	535103	1
536.492	0.001	536492	21
537.071	0.001	537071	62
538.509	0.001	538509	41
538.579	0.001	538579	101
540.346	0.001	540346	102
541.115	0.001	541115	11
542.513	0.001	542513	31
544.021	0.001	544021	60
544.531	0.001	544531	51
545.01	0.001	545010	101
546.728	0.001	546728	102
547.666	0.001	547666	11
549.055	0.001	549055	31
550.553	0.001	550553	60
551.062	0.001	551062	51
551.311	0.001	551311	103
553.119	0.001	553119	104
554.208	0.001	554208	2
555.606	0.001	555606	22
556.814	0.001	556814	61
557.623	0.001	557623	42
557.982	0.001	557982	101
559.65	0.001	559650	102
560.459	0.001	560459	10
561.857	0.001	561857	30
562.856	0.001	562856	62
563.854	0.001	563854	50
564.434	0.001	564434	103
565.922	0.001	565922	104
567.01	0.001	567010	9
568.408	0.001	568408	29
569.427	0.001	569427	61
570.416	0.001	570416	49
571.334	0.001	571334	103
573.192	0.001	573192	104
574.31	0.001	574310	7
575.708	0.001	575708	27
577.216	0.001	577216	60
577.716	0.001	577716	47
578.315	0.001	578315	101
581.301	0.001	581301	102
582.509	0.001	582509	10
583.907	0.001	583907	30
585.305	0.001	585305	62
585.905	0.001	585905	50
586.474	0.001	586474	103
588.102	0.001	588102	104
588.89	0.001	588890	3
590.289	0.001	590289	23
591.297	0.001	591297	62
592.286	0.001	592286	43
593.175	0.001	593175	101
596.071	0.001	596071	102
596.32	0.001	596320	255
771.375	0.001	771375	254
807.346	0.001	807346	201
809.024	0.001	809024	12
810.412	0.001	810412	32
811.91	0.001	811910	60
812.419	0.001	812419	52
812.978	0.001	812978	101
814.946	0.001	814946	104
815.894	0.001	815894	5
817.292	0.001	817292	25
818.8	0.001	818800	60
819.3	0.001	819300	45
819.789	0.001	819789	101
821.796	0.001	821796	102
822.875	0.001	822875	7
824.273	0.001	824273	27
825.002	0.001	825002	61
826.27	0.001	826270	47
826.809	0.001	826809	103
828.148	0.001	828148	104
829.206	0.001	829206	1
830.604	0.001	830604	21
831.263	0.001	831263	62
832.612	0.001	832612	41
832.891	0.001	832891	101
834.489	0.001	834489	102
835.617	0.001	835617	6
837.016	0.001	837016	26
838.514	0.001	838514	60
839.023	0.001	839023	46
839.372	0.001	839372	101
841.649	0.001	841649	102
842.728	0.001	842728	2
844.116	0.001	844116	22
844.695	0.001	844695	61
846.123	0.001	846123	42
846.243	0.001	846243	101
848.52	0.001	848520	102
849.579	0.001	849579	5
850.977	0.001	850977	25
852.485	0.001	852485	60
852.994	0.001	852994	45
853.303	0.001	853303	101
855.031	0.001	855031	102
855.84	0.001	855840	8
857.238	0.001	857238	28
857.737	0.001	857737	62
859.245	0.001	859245	48
859.635	0.001	859635	103
860.943	0.001	860943	104
862.002	0.001	862002	3
863.4	0.001	863400	23
863.959	0.001	863959	62
865.397	0.001	865397	43
